filename,index,prob
Acanthodesmia_micropora/00046_00309-04.jpg,0,0.9972904
Acanthodesmia_micropora/02829_00075-29.jpg,0,0.999987
Acanthodesmia_micropora/03589_00210-05.jpg,0,0.99998116
Acanthodesmia_micropora/04137_00291-06.jpg,0,0.9999138
Acanthodesmia_micropora/05044_00272-24.jpg,0,0.9999443
Acanthodesmia_micropora/05222_00196-10.jpg,0,0.999977
Acanthodesmia_micropora/05795_00221-02.jpg,0,0.999757
Acanthodesmia_micropora/06056_00296-24.jpg,0,0.9949832
Acanthodesmia_micropora/06331_00191-09.jpg,0,0.9993363
Acanthodesmia_micropora/06801_00145-08.jpg,0,0.9999949
Acanthodesmia_micropora/07178_00126-10.jpg,0,0.96516997
Acanthodesmia_micropora/07876_00082-11.jpg,0,0.999987
Actinomma_leptoderma_boreale/01244_00390-24.jpg,1,0.98771834
Actinomma_leptoderma_boreale/02056_00140-02.jpg,1,0.99964595
Actinomma_leptoderma_boreale/03006_00332-09.jpg,1,0.53712267
Actinomma_leptoderma_boreale/04175_00031-06.jpg,1,0.752525
Actinomma_leptoderma_boreale/04943_00007-14.jpg,1,0.7375255
Actinomma_leptoderma_boreale/05353_00205-14.jpg,1,0.6830428
Actinomma_leptoderma_boreale/05863_00169-05.jpg,21,0.99953103
Actinomma_leptoderma_boreale/06597_00183-09.jpg,1,0.9802452
Actinomma_leptoderma_boreale/07408_00093-30.jpg,1,0.96871644
Actinomma_leptoderma_boreale/07588_00329-32.jpg,1,0.49369454
Actinomma_leptoderma_boreale/08263_00198-14.jpg,1,0.9787855
Actinomma_leptoderma_boreale/09612_00034-22.jpg,1,0.9638977
Actinomma_leptoderma_boreale/10697_00242-14.jpg,1,0.99558145
Actinomma_leptoderma_boreale/14652_00141-34.jpg,1,0.7653644
Antarctissa_denticulata-cyrindrica/02391_00109-23.jpg,19,0.94513893
Antarctissa_denticulata-cyrindrica/03545_00060-13.jpg,2,0.999718
Antarctissa_denticulata-cyrindrica/03959_00224-07.jpg,2,0.98530746
Antarctissa_denticulata-cyrindrica/04062_00459-11.jpg,2,0.9767819
Antarctissa_denticulata-cyrindrica/04136_00393-04.jpg,2,0.9979317
Antarctissa_denticulata-cyrindrica/04232_00046-02.jpg,2,0.99886394
Antarctissa_denticulata-cyrindrica/04355_00236-06.jpg,2,0.9149732
Antarctissa_denticulata-cyrindrica/04408_00421-05.jpg,2,0.9873224
Antarctissa_denticulata-cyrindrica/04518_00380-02.jpg,2,0.7937357
Antarctissa_denticulata-cyrindrica/04572_00134-21.jpg,2,0.99975055
Antarctissa_denticulata-cyrindrica/04600_00060-31.jpg,2,0.75827545
Antarctissa_denticulata-cyrindrica/04671_00358-11.jpg,2,0.99987435
Antarctissa_denticulata-cyrindrica/04798_00022-02.jpg,2,0.99986315
Antarctissa_denticulata-cyrindrica/04932_00277-12.jpg,2,0.9996824
Antarctissa_denticulata-cyrindrica/05008_00123-29.jpg,2,0.9564865
Antarctissa_denticulata-cyrindrica/05052_00059-03.jpg,2,0.9903362
Antarctissa_denticulata-cyrindrica/05138_00253-09.jpg,2,0.9997607
Antarctissa_denticulata-cyrindrica/05458_00322-01.jpg,2,0.99813396
Antarctissa_denticulata-cyrindrica/05604_00376-18.jpg,2,0.9995994
Antarctissa_denticulata-cyrindrica/05804_00187-20.jpg,2,0.61683035
Antarctissa_denticulata-cyrindrica/05862_00419-20.jpg,2,0.9963559
Antarctissa_denticulata-cyrindrica/06039_00110-18.jpg,2,0.99674207
Antarctissa_denticulata-cyrindrica/06380_00214-35.jpg,2,0.9705583
Antarctissa_denticulata-cyrindrica/06599_00082-18.jpg,2,0.9998122
Antarctissa_denticulata-cyrindrica/06694_00338-32.jpg,2,0.99974746
Antarctissa_denticulata-cyrindrica/06800_00272-17.jpg,2,0.9999424
Antarctissa_denticulata-cyrindrica/06911_00234-29.jpg,2,0.99830484
Antarctissa_denticulata-cyrindrica/07073_00198-17.jpg,18,0.529104
Antarctissa_denticulata-cyrindrica/07230_00143-04.jpg,2,0.99922764
Antarctissa_denticulata-cyrindrica/07395_00353-35.jpg,2,0.7533821
Antarctissa_denticulata-cyrindrica/07761_00315-15.jpg,2,0.99991465
Antarctissa_denticulata-cyrindrica/07947_00442-03.jpg,2,0.999841
Antarctissa_denticulata-cyrindrica/08335_00344-13.jpg,2,0.52911997
Antarctissa_denticulata-cyrindrica/08438_00379-30.jpg,2,0.99632037
Antarctissa_denticulata-cyrindrica/08692_00294-23.jpg,2,0.9885794
Antarctissa_denticulata-cyrindrica/08846_00056-33.jpg,2,0.99983835
Antarctissa_denticulata-cyrindrica/09010_00247-10.jpg,2,0.9986046
Antarctissa_denticulata-cyrindrica/09377_00405-30.jpg,2,0.999977
Antarctissa_denticulata-cyrindrica/09683_00155-30.jpg,2,0.7964887
Antarctissa_denticulata-cyrindrica/10360_00104-33.jpg,2,0.9342778
Antarctissa_denticulata-cyrindrica/11465_00140-13.jpg,2,0.8923943
Antarctissa_denticulata-cyrindrica/12427_00252-11.jpg,2,0.99902725
Antarctissa_juvenile/00009_00411-21.jpg,3,0.9999654
Antarctissa_juvenile/00015_00051-01.jpg,3,0.9999994
Antarctissa_juvenile/00020_00280-21.jpg,3,0.9999993
Antarctissa_juvenile/00027_00042-29.jpg,3,0.99999833
Antarctissa_juvenile/00032_00365-15.jpg,3,0.92049754
Antarctissa_juvenile/00038_00422-13.jpg,3,0.99998736
Antarctissa_juvenile/00047_00173-12.jpg,3,0.99993503
Antarctissa_juvenile/00054_00144-02.jpg,3,0.9999851
Antarctissa_juvenile/00059_00205-12.jpg,3,0.9999994
Antarctissa_juvenile/00066_00173-01.jpg,3,0.99999547
Antarctissa_juvenile/00071_00101-32.jpg,3,0.99996686
Antarctissa_juvenile/00074_00219-20.jpg,3,0.99998903
Antarctissa_juvenile/00079_00117-19.jpg,3,0.99999774
Antarctissa_juvenile/00082_00339-34.jpg,3,0.99999106
Antarctissa_juvenile/00087_00360-21.jpg,3,0.9934847
Antarctissa_juvenile/00093_00221-10.jpg,3,0.99999607
Antarctissa_juvenile/00096_00148-19.jpg,3,0.99999344
Antarctissa_juvenile/00103_00277-05.jpg,3,0.9999993
Antarctissa_juvenile/00110_00303-15.jpg,3,0.9999914
Antarctissa_juvenile/00116_00013-01.jpg,3,0.9997185
Antarctissa_juvenile/00126_00126-03.jpg,3,0.99999547
Antarctissa_juvenile/00130_00161-30.jpg,3,0.99997795
Antarctissa_juvenile/00136_00234-30.jpg,3,0.9999981
Antarctissa_juvenile/00140_00339-05.jpg,3,0.99999976
Antarctissa_juvenile/00146_00243-17.jpg,3,0.99999845
Antarctissa_juvenile/00150_00315-19.jpg,3,0.9999987
Antarctissa_juvenile/00156_00274-32.jpg,3,0.9999958
Antarctissa_juvenile/00163_00098-09.jpg,3,0.9998437
Antarctissa_juvenile/00171_00204-07.jpg,3,0.99999547
Antarctissa_juvenile/00176_00455-08.jpg,3,0.99999297
Antarctissa_juvenile/00188_00639-03.jpg,3,0.99999917
Antarctissa_juvenile/00197_00370-05.jpg,3,0.9999993
Antarctissa_juvenile/00205_00422-10.jpg,3,0.99999714
Antarctissa_juvenile/00216_00128-13.jpg,3,0.9998374
Antarctissa_juvenile/00222_00319-12.jpg,3,0.99999845
Antarctissa_juvenile/00231_00320-45.jpg,3,0.99999917
Antarctissa_juvenile/00235_00222-33.jpg,3,0.99999845
Antarctissa_juvenile/00247_00371-04.jpg,3,0.99999225
Antarctissa_juvenile/00260_00322-03.jpg,3,0.999509
Antarctissa_juvenile/00271_00182-26.jpg,3,0.99995697
Antarctissa_juvenile/00275_00392-07.jpg,3,0.999998
Antarctissa_juvenile/00280_00088-11.jpg,3,0.9999527
Antarctissa_juvenile/00284_00241-21.jpg,3,0.9999993
Antarctissa_juvenile/00293_00174-24.jpg,3,0.99931943
Antarctissa_juvenile/00298_00373-09.jpg,3,0.9999925
Antarctissa_juvenile/00303_00258-19.jpg,3,0.99999404
Antarctissa_juvenile/00314_00085-40.jpg,3,0.9997516
Antarctissa_juvenile/00326_00102-25.jpg,3,0.99987876
Antarctissa_juvenile/00330_00288-15.jpg,3,0.99999774
Antarctissa_juvenile/00334_00215-27.jpg,3,0.9999808
Antarctissa_juvenile/00348_00053-28.jpg,3,0.9999496
Antarctissa_juvenile/00350_00395-12.jpg,3,0.9999647
Antarctissa_juvenile/00361_00074-24.jpg,3,0.9999974
Antarctissa_juvenile/00366_00347-31.jpg,3,0.9999945
Antarctissa_juvenile/00374_00333-05.jpg,3,0.9999995
Antarctissa_juvenile/00378_00270-08.jpg,3,0.999918
Antarctissa_juvenile/00393_00320-37.jpg,3,0.9999999
Antarctissa_juvenile/00401_00227-40.jpg,3,0.99999547
Antarctissa_juvenile/00409_00185-06.jpg,3,0.9999882
Antarctissa_juvenile/00416_00343-35.jpg,3,0.99999285
Antarctissa_juvenile/00424_00053-40.jpg,3,0.9999813
Antarctissa_juvenile/00430_00308-34.jpg,3,0.9999807
Antarctissa_juvenile/00435_00356-12.jpg,3,0.9695784
Antarctissa_juvenile/00452_00325-04.jpg,3,0.999997
Antarctissa_juvenile/00458_00128-15.jpg,3,0.9999995
Antarctissa_juvenile/00472_00318-05.jpg,3,0.99989176
Antarctissa_juvenile/00488_00099-19.jpg,3,0.9999994
Antarctissa_juvenile/00498_00173-25.jpg,3,0.99968827
Antarctissa_juvenile/00521_00303-02.jpg,3,0.9999957
Antarctissa_juvenile/00538_00237-05.jpg,3,0.99999714
Antarctissa_juvenile/00549_00351-11.jpg,3,0.9178552
Antarctissa_juvenile/00563_00181-25.jpg,3,0.9999831
Antarctissa_juvenile/00577_00327-30.jpg,3,0.9999995
Antarctissa_juvenile/00597_00046-15.jpg,3,0.99999094
Antarctissa_juvenile/00614_00337-05.jpg,3,0.9996624
Antarctissa_juvenile/00632_00238-16.jpg,3,0.99835855
Antarctissa_juvenile/00645_00263-11.jpg,3,0.9999666
Antarctissa_juvenile/00677_00274-06.jpg,3,0.9999596
Antarctissa_juvenile/00692_00316-15.jpg,3,0.99999964
Antarctissa_juvenile/00704_00209-22.jpg,3,0.9999813
Antarctissa_juvenile/00724_00343-17.jpg,3,0.99998295
Antarctissa_juvenile/00732_00171-16.jpg,3,0.99955994
Antarctissa_juvenile/00753_00384-04.jpg,3,0.99998426
Antarctissa_juvenile/00773_00087-06.jpg,3,0.9999951
